author,title,lyrics,song_id
Vũ Hoàng,Vạn Lối Sầu,"Đường bây giờ đường vắng không em
Đường ngoài kia gió lạnh đầu mành
Đêm ngày, lối thề chờ nhau một thuở
Đường sương gió, gót chân mòn trên lối nhỏ
Gục đầu trong sương lạnh
Ôi! Đời sao quá chơi vơi
Hàng cây già còn nhớ không em
Chiều mưa bay gió lạnh vai mềm
Phố buồn, ve sầu gọi nhau phượng nở
Hình bóng đó, dẫu xa rồi nhưng nhớ mãi
Hẹn thề xưa năm nào em còn nhớ hay quên
Đêm đêm giá lạnh từng cơn
Tiếng gió thét cao lòng bâng khuâng nhớ về kỷ niệm
Người thương giờ biết ra sao
Vui sống bên chồng hay vẫn âm thầm còn bôn ba khắp nẻo đường trần
Giờ anh về gác trọ phong sương
Giọt cà phê đắng mặn vào hồn
Mây chiều, chim trời gọi nhau, lạc lối
Tình yêu đó đến bao giờ ta có được
Dòng đời mãi xuôi ngược, thôi đành mãi xa nhau.
 
",394
Thúy An,Mùa Xuân Rồi Sẽ Đến,"Lại một 
mùa xuân mới. 
Đang đến 
chốn nhân gian. 
Ngàn hoa 
khoe hương sắc. 
Đàn én 
cánh tung bay 
Đàn trẻ 
thơ khoe áo. 
Người dạo phố 
đông vui. 
Nhạc ngân vang 
réo rắc. 
Chờ xuân mới 
đang về. 
Xuân về chan chứa 
bao nhiêu niềm vui. 
Mai Đào khoe sắc 
Lan Cúc hờn ghen. 
Mẹ ngồi bên 
bếp lửa hồng. 
Cha đem về 
nào dưa bánh mứt. 
Đợi chờ thời 
khắc giao thừa. 
Mong ngày xuân 
vui tươi ấm êm. 
Xuân về cây trái 
xanh tươi muôn màu. 
Ghe thuyền ghé bến 
chợ tết xôn xao. 
Một mùa vui 
đang đến gần. 
Bao muộn phiền 
xin hãy qua nhanh. 
Cùng chúc 
xuân an lành. 
Thanh bình trên 
khắp quê hương. 
Lại một 
mùa xuân nữa. 
Cho tuổi thơ 
trôi xa. 
Nhiều đau thương 
mất mát. 
Buồn vui kiếp 
nhân sinh. 
Nguyện cầu cho 
non nước. 
Cho thế giới 
xanh tươi. 
Hòa bình 
và hạnh phúc. 
Mùa xuân 
mãi mùa xuân.
 
",395
Vũ Hoàng,Liên Khúc: Tình Yêu Trả Lại Trăng Sao (2021),"Đã lâu rồi đôi lứa cách đôi nơi, tơ duyên xưa còn hay mất 
Mái trường ơi, em tôi còn học nữa, hay ra đi từ độ nào 
Ngày xưa đó ta hay đón dìu nhau đi trên con đường lẻ loi 
Mấy năm qua rồi em, anh không gặp nữa 
Bao yêu thương và nhớ, em xin chép nên thơ vào những đêm buồn 
Mưa mưa rơi từng đêm, mưa triền miên trên đồn khuya. Lòng ai thương nhớ vô biên 
Thương em thương ngày đó anh nhìn em mắt hoen sầu.
Không nói nên câu giã từ. 
Mong anh mong làm sao, cho tình duyên không nhạt phai 
Theo năm tháng thoáng qua mau 
Yêu, yêu anh nhiều lắm, nhưng tình ta vẫn không thành 
Khi núi sông còn điêu linh
Hái trộm hoa rừng, về trao một người ngày xưa anh đã hứa
Màu hoa kỷ niệm, tuy đã tàn úa, tâm tư vẫn dạt dào
Năm xưa lối này, vẫn thường dìu em đi.
Tàn cây năm trước, anh khắc tên em
Còn xanh lá cành, ghi dấu kỷ niệm những ngày còn bên nhau.
Ghế lạnh đá buồn, để em đợi chờ chiều xa xưa năm ấy
Vì anh lỗi hẹn, cho em hờn dỗi, cho mi em nhạt nhoà
Anh ra đi rồi mới nhận được tin nhau
Hàng trăm thư viết anh gửi cho em
Ðời trai chiến trận, em biết lỗi hẹn có phải tại anh đâu.
Nhưng cớ sao em buồn tình ta ước hẹn nhiều rồi 
Ngày mai ấm lại cuộc đời, kể chuyện xa vắng thấy thương nhiều hơn.
Khi núi sông đang mịt mờ người trai nhuốm nhiều bụi đời
Chuyện xưa khép chặt vào lòng
Dù đi chinh chiến vẫn nhớ người tôi mến thương.
Ngày xưa tôi có ***, một người em gái nhỏ
Tuổi đang mười sáu, mái tóc chớm ngang vai
Tình như nụ hoa nở trong lòng đời ngọt ngào
Rồi yêu thương ai đem, ghép cho đôi tim non
Đến xuân qua cho nhau, thấy nao nao
Ai thương yêu ai, đó chỉ là tình của mỗi con người.
Thôi hết rồi người đã xa tôi. Quên hết lời thề ngày xa xôi
Quên đường xưa lối qua ngậm ngùi
Nghe thời gian bước đi bồi hồi hai ta cùng chung lối.
Ôi những kỷ niệm, ngày bên nhau Nay chỉ còn là, niềm thương đau
Sao tình yêu hóa ra hận sầu. Sao dịu êm hóa ra nghẹn ngào
Sao cuộc đời tựa chiêm bao. Hết những ước mơ lệ tuôn gối nhỏ
Đêm dài rưng rưng nhớ
Cuộc đời từ đây, u buồn ngang trái, để mình em đắng cay
Anh nhớ hay chăng? Anh nói rằng trọn đời yêu em
Sao nỡ đành lòng nào lại quên.
Câu tình yêu giữ không nhạt màu, câu mình thương đến khi bạc đầu
Bây giờ trả lại trăng sao.
Câu tình yêu giữ không nhạt màu, câu mình thương đến khi bạc đầu
Bây giờ trả lại trăng sao.
Câu tình yêu giữ không nhạt màu, câu mình thương đến khi bạc đầu
Bây giờ trả lại trăng sao.
 
",396
Thạch Thảo,Xin Trả Tôi Về,"Xin trả tôi về ngày xưa thơ mộng đó
Bên mái tranh chiều ngồi ngắm áng mây trôi
Mẹ quê đun bếp nghèo thơm mùi rơm qua khói mờ
Ôi! Tình quê trìu mến.
Xin trả tôi về miền quê hương nhỏ bé
Có lũy tre vàng, bờ lúa sát ven đê
Dòng sông trôi lững lờ rung vầng trăng soi bóng mờ
Chuỗi ngày đẹp và thơ.
Trần ai, hoen đôi mắt đỏ
Xót thương đầu môi, ngôn từ nghe ôi khắp trời
Cuộc trần gian *** lừa dối điêu ngoa
Còn được ai trong đời biết thương mình.
Xin trả tôi về thời xa xưa lộng gió
Bên khóm hoa cà rượt đuổi bướm tung tăng
Diều căng dây mái đình thương đầu xanh chưa biết buồn
Chưa sầu, chưa hờn oán.
Xin trả tôi về ngày xưa trong mùa lúa
Bên ánh lửa hồng mẹ thức nấu ngô khoai
Ngoài sân vang tiếng cười, tan vầng trăng khuya bóng chày
Thắm đượm vẹn tình quê.
 
",397
Vũ Hoàng,Thoáng Giấc Mơ Qua,"Anh ơi biển chiều nay biển xanh xanh đẹp quá, tàu anh như lướt nhẹ
Anh nhìn trời xanh trong tơ trời như màu áo của người anh mến yêu
Em ngồi bên bờ vắng theo dõi tàu anh đi vượt nghìn trùng hải lý
Anh ơi anh biết không. Có người yêu lính biển hồn nương sóng bay theo.
Bóng tàu chậm chậm đi tàu neo trên biển vắng lạc vào vùng đất lạ
Hoang đảo đầy hoa sim, bao nàng tiên kiều diễm đẹp tựa trong sách xưa
Có nàng tiên đẹp nhất đem biếu một vòng hoa nụ cười nàng lơi lả
Anh đưa tay nắm tay, cho mắt em rưng buồn vì ghen anh biết không.
Thôi nhé sau lần hải hành này anh về em ghét anh luôn
Không thèm ra đón đâu cho bến vắng thêm sầu
Lòng tàu anh lạnh giá.
Ngày đi bên em anh đã hứa ân tình chỉ em thôi
Sao nay anh quên lời anh quên em thật rồi
Thì gặp nhau nữa chi.
Ố kìa tàu đang đi đột nhiên trời giông bão, chiến hạm anh ngã nhào
Cho em tỉnh mộng ngay mi còn hoen nước mắt
Thì ra em nằm mơ
Rồi nhủ lòng ghi nhớ sao nỡ ngờ oan anh, bềnh bồng cùng hoa sóng
Khi yêu, anh biết không ai mà không dỗi hờn,
cuộc tình anh đem sớt chia.
 
",398
Thanh Hoài,Gọi Xuân Về,"Tay nâng niu nụ đào, 
mùa xuân đã đến bên em. 
Tươi màu cánh thắm hồng, 
gọi nắng dịu hiền mê say. 
Hương toả ngát trời mây, 
nồng nàn ngất ngây lòng ai. 
Xuân tươi hé môi cười, 
Gọi xuân, xuân đến xuân ơi!... 
Gọi xuân, xuân đến xuân ơi!... 
Chờ trong ai đến bên ta. 
Lâng lâng ngẩn ngơ bước chân, 
hồn ta phiêu lãng mơ màng. 
Mùa xuân đã đến muôn nơi, 
Khát khao cháy bỏng đam mê. 
Người đi dưới phố xôn xao, 
tình xuân mãi mãi xanh tươi.
 
",399
Vũ Hoàng,Thu Hát Cho Người,"Giòng sông nào đưa người tình đi biền biệt.
Mùa thu nào đưa người về thăm bến xưa.
Hoàng hạc bay, bay mãi bỏ trời mơ.
Về đồi sim, ta nhớ người vô bờ.
Ta vẫn chờ em dưới gốc sim già đó,
Để hái dâng người một đóa đẫm tương tư.
Đêm nguyệt cầm ta gọi em trong gió.
Sáng linh lan hồn ta khóc bao giờ.
Ta vẫn chờ em trên bao la đồi nương,
Trong mênh mông chiều sương
Giữa thu vàng, bên đồi sim trái chín
Một mình ta ngồi khóc tuổi thơ rơi.
Thời gian nào trôi bềnh bồng trên phận người.
Biệt ly nào không muộn phiền trên dấu môi.
Màu vàng lên, biêng biếc ánh chiều rơi.
Nhạc hoài mong, ta hát vì xa người.
Thu hát cho người, Thu hát cho người, người yêu...ơi
 
",408
Hoàng Trung,Nợ Em,"Ta nợ em những buổi chiều hò hẹn. 
Nợ nụ cười và ánh mắt thân ***. 
Ta nợ em và nợ, nợ thật nhiều. 
Nợ luôn cả trái tim yêu còn nóng. 
Ta nợ em những đêm dài lắm mộng. 
Những con đường rải kín bóng em qua. 
Ta nợ em ánh nắng buổi chiều tà. 
Và nợ cả những cành hoa thắm tươi. 
[ĐK]
Ta nợ em, nợ nhiều và nhiều lắm. 
Liệu kiếp này có trả hết em không. 
Ta nợ em cả những phút dối lòng. 
Để em mãi chờ mong bao tháng ngày.",409
Cao Hoàng,Về Quê Nhé Anh,"Về quê nhé em ơi 
xa rời nơi phố thị. 
Xa những dòng xe cộ 
những mãi miết bon chen. 
Cuộc sống dẫu hèn sang 
có em là tất cả. 
Sớm chiều và đêm muộn 
tình nồng ấm chan hoà. 
Giữa phố thị muôn màu 
giữa muôn vàn vất vả. 
Tất tả ngày qua ngày 
vì cơm áo lo toan. 
Anh muốn về bình yên 
bên mâm cơm chiều xuống. 
Có em tình thắm nồng 
giòn giã môi em cười. 
Về quê rất bình yên 
có tình làng nghĩa xóm. 
Tìm về nơi cội nguồn xa phố thị phồn hoa.
 
",410
Cao Hoàng,Về Đi Nhé,"Trả về em đôi mắt nhung huyền. 
Trả về em tóc xõa bờ vai. 
Trả về em nỗi nhớ bao đêm. 
Trả về em môi ngát nụ hôn. 
Vết thương này làm sao lãng quên? 
Vết son hồng còn trên chiếc khăn. 
Trả về em những câu hẹn thề. 
Ân tình thành giọt sầu không tên. 
Ôi...! Cuộc tình vừa mới hôm qua. 
Sao vội vàng ai nỡ chia ly? 
Tan cuộc tình sầu héo thương đau. 
Ngỡ đường đời son sắc trăm năm. 
Thôi anh về em hãy vui lên. 
Thôi em đừng lưu luyến thêm đau. 
Về đi nhé với vòng tay ai. 
Về đi nhé cứ vô tình với anh. 
Trả về em thương nhớ dâng tràn. 
Trả về em câu nói yêu anh. 
Trả về em gian dối bờ môi. 
Tình càng nồng tình sớm vỡ tan.
 
",411
Vũ Hoàng,Chuyện Tình Của Mình (2021),"Chuyện tình của mình tựa như con sóng kia vỡ tan nhanh trong chiều tàn
Lòng vẫn hoang mang khi lời chia tay vội vàng, mà em nói với anh
Yêu nhau bao lâu anh có biết đâu chữ ngờ, em bỏ anh bơ vơ.
Rồi đành ngậm ngùi nhìn em vui với ai tay đan tay trong nụ cười.
Bạc lắm em ơi ta hẹn yêu nhau cả đời mà vỡ nát hết rồi.
Em yêu thương ai quên mất có anh nơi này, từng ngày trong đọa đầy
Tình mình như thơ giống như những bộ phim, mà ai cũng ước mơ.
Mọi người khen sao, trai tài gặp gái sắc giống như duyên kiếp nào
Mình ngồi bên nhau chính em nói một câu, dù mai có khổ đau
Đừng rời xa nhau cho dù bao sóng gió, cho dù đắng cay nhiều
Còn lại một mình buồn vui không có ai, sẽ chia như em vẫn từng
Lòng thắt cơn đau nên nhờ men say giải sầu, mà sao vẫn cứ đau.
Qua bao nhiêu lâu anh vẫn chưa quên được người, còn yêu em lắm em ơi.
 
",412
Vũ Hoàng,Suy Tư Một Mình,"Tôi muốn ngồi mình...bên hiên nhìn trăng lên
Chén rượu cay bầu bạn...suy tư quên ngày tháng
Buồn nhìn khói thuốc...hồn phiêu lãng xa vời
Trăn trở tình đời...mau thay đổi bạc vôi.
Tôi muốn ngồi một mình...riêng tôi cùng đêm đêm
Đời biết ai tỏ bày...thấu hiểu cho lòng này?
Đường dài tôi bước...trải nếm bao thăng trầm
Nghĩa tình nhạt môi...tình thân bước thật vội
Ngày qua ngày rồi nhìn ngắm trăng lên
Lòng vơi hết muộn phiền... quên thói đời đảo điên
Xin một lần cạn chén say rượu đắng
Riêng cõi đời mình ta quên kiếp buồn đã qua
Tôi muốn ngồi một mình lẻ loi nhìn đêm trôi
Mặc thế gian chê cười...xót xa ôi lòng người
Đời nhiều gian dối xô ngã câu ân tình
Mình nghĩ cho ai đời ai nghĩ cho mình?
 
",413
Quang Phúc,Hương Ổi Quê Nhà,"Tháng mười về thu rẽ lối sang đông
Se sắc lạnh giữa ngạt ngào hương ổi
Thoảng bay bay theo làn gió thổi
Dung dị yên bình như những ngày xưa
Tháng mười về giăng mắc mưa sa
Đồi trái chín cây sum suê trĩu quả
Mùa ổi chín gợi lòng ta mê mãi
Ổi chín quê mình thơm ngát hương bay bay 
Kia những cánh chim thỏa thích vui đùa
Từng đôi gọi đàn hạnh phúc yêu sao
Trái chín thơm ngon màu hoa cúc vàng
Thanh mát ngọt lành vị ngọt trên môi
Ôi hương xưa lòng xuyến xao bồi hồi
Cả tuổi thơ cùng thanh xuân yêu dấu 
Còn không em ổi sẻ thơm ngày nào 
Nhớ ổi quê mình và chim sẻ ngày thơ",414
Duyên Quỳnh,Mùa Xuân Không Còn Mẹ,"Lại một mùa xuân con xa mẹ rồi mẹ ơi!
Lại một mùa xuân con mất mẹ rồi mẹ ơi!
Mùa xuân năm ấy mẹ còn vui bên gia đình
Vậy mà xuân này mẹ không còn ở bên con
Nhìn ngoài làng quê hoa mai vàng nở ven sông
Nhìn từng đàn chim bay theo mà lòng buồn trông
Hàng tre xanh thắm cọ vào nhau nghe rì rào
Nhớ mẹ ngày xuân một mình con buồn lẻ loi
ĐK:
Mẹ ơi xuân về hoa mai nở rộ
Cầu mong xuân ngày xưa đoàn tụ
Mỗi độ xuân về là lòng con mừng vui
Nhưng nay hết rồi vì mẹ không còn bên con
Ngày nào còn thơ khi xuân về ngập tràn niềm vui
Lòng đầy bâng khuâng khi tấm thiệp mừng ngày đầu xuân
Cùng khoe áo mới trên tay nhiều bao lì xì
Ước gì giờ đây được trở về cùng tuổi thơ. 
Mùa xuân năm ấy mẹ còn vui bên gia đình
Vậy mà xuân này mùa xuân không có mẹ.
 
",415
Vũ Hoàng,Dấu Tình Sầu,"Chiều còn vương nắng để gió đi tìm.
Vết bước chân em qua bao nhiêu lần.
Lời ru đan ngón tay buồn
Ngàn năm cho giá băng hồn
Tuổi gầy nồng lên màu mắt...
Trời còn mây tím để lá mơ nhiều.
Lá khóc trên mi cho môi ươm sầu.
Chiều lên đỉnh núi ngang đầu
Nhặt thương cho gót dâng sầu
Giận hờn xin ngập lối đi.
Đàn dâng tiếng phong kín tuổi buồn
Đường hoang vắng cho lá về nguồn
Người tìm đến xin gợi nỗi hờn.
Từ khi gió mang dấu địa đàng
Đường lên đá che vết nồng nàn...
Người còn nhớ mãi hay quên lời.
Và người tìm đến giọng hát mơ hồ.
Vết bước năm xưa nay vương âm thầm.
Hàng cây mơ bóng bên đường
Gọi người khi nắng phai tàn
Gọi tình yêu vào lãng quên.
 
",416
Vũ Hoàng,Người Đàn Ông (2021),"Người đàn ông bao gánh nặng trên vai.
Người đàn ông lo lắng chuyện trong ngoài
Người đàn ông trụ cột của gia đình
Ít thể hiện nhưng thầm lặng quan tâm
Người đàn ông cũng biết buồn biết vui.
Người đàn ông cũng biết ghen giận hờn
Người đàn ông hạnh phúc tìm trong đời
Trọng sự nghiệp gia đình luôn ấm êm
Người đàn ông sương gió nào ngại chi
Thương vợ con gian khó không sờn lòng
Thỏa chí trai ngang dọc tìm tươi sáng
Luôn một lòng hướng về với vợ con.
Người đàn ông dẫu một đời bôn ba
Chẳng thể xa hạnh phúc nơi mái nhà
Người đàn ông cay đắng ngược vào trong
Luôn chở chen vợ con thêm vững lòng
Người đàn ông suy nghĩ về tương lai.
Lòng ngổn ngang chuyện áo cơm gạo tiền
Người đàn ông luôn nghĩ về gia đình
Có vợ hiền con khôn một đời vui.
 
",417
Vũ Hoàng,Gặp Người Yêu Cũ (2021),"Phố thân *** hai chúng ta gặp lại
Tôi nhìn em mà tim nghe đắng cay
Có nghĩ đâu ta thấy nhau thế này
Yêu đương một thời mà giờ em đi với ai
Lướt qua nhau hai đứa như người lạ
Không một câu chào nhau sao xót xa
Bởi có ai thay thế anh mất rồi
Sợ người ta hờn ghen nên anh không mỉm cười
Yêu thương xưa cũng đã trôi qua lâu
Em giờ này đang bên ai hạnh phúc
Mà sao lòng tôi vẫn chưa quên được
Vẫn cứ nhớ mong và vẫn cứ yêu em
Em trong tay bên ai đó rất vui
Tôi nghẹn ngào nhìn em bên tình mới
Ngày xưa bàn tay ấy tôi nắm mà
Tôi quay về mà nước mắt rơi nhạt nhòa
Đã bao lâu hai chúng ta gặp lại
Ai ngờ đâu mình như không biết nhau
Diá như ta không biết nhau lúc đầu
Thì giờ gặp nhau anh không phải u sầu.
 
",418
